unitid,name,city,state,level,control,Undergraduate Program,Graduate Program,Enrollment Profile,Undergraduate Profile,Size & Setting,Basic,Community Engagement,Leadership for Public Practice,2025 Research Activity Designation,"139 results for  all categories"
228529,"Tarleton State University","Stephenville","TX","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Single program Education","Very high undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
196468,"Teachers College at Columbia University","New York","NY","Four or more years","Private not-for-profit","Not Classified (Exclusively Graduate Programs)","Research Doctoral Comprehensive programs no medical/veterinary school","Exclusively graduate","Not classified (Exclusively Graduate)","Exclusively graduate/professional","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
221838,"Tennessee State University","Nashville","TN","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time inclusive lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
221847,"Tennessee Technological University","Cookeville","TN","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","Very high undergraduate","Four-year full-time selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
224147,"Texas A & M University-Corpus Christi","Corpus Christi","TX","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
228705,"Texas A & M University-Kingsville","Kingsville","TX","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
228875,"Texas Christian University","Fort Worth","TX","Four or more years","Private not-for-profit","Professions plus arts & sciences some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year large highly residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
229063,"Texas Southern University","Houston","TX","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
228459,"Texas State University","San Marcos","TX","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
229337,"Texas Tech University Health Sciences Center","Lubbock","TX","Four or more years","Public","Professions focus high graduate coexistence","Research Doctoral Professional-dominant","Majority graduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily nonresidential","Special Focus Four-Year Research Institution","Not Classified","","Research 2: High Research Spending and Doctorate Production"
229179,"Texas Woman's University","Denton","TX","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","Majority undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities Doctoral/Professional Universities","Not Classified","","Research 2: High Research Spending and Doctorate Production"
193654,"The New School","New York","NY","Four or more years","Private not-for-profit","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","Majority undergraduate","Four-year full-time more selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
228802,"The University of Texas at Tyler","Tyler","TX","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","Not Classified","Research 2: High Research Spending and Doctorate Production"
228653,"The University of Texas Medical Branch at Galveston","Galveston","TX","Four or more years","Public","Professions focus high graduate coexistence","Research Doctoral STEM-dominant","Majority graduate","Four-year full-time inclusive higher transfer-in","Four-year small primarily residential","Special Focus Four-Year Research Institution","Not Classified","","Research 2: High Research Spending and Doctorate Production"
227368,"The University of Texas Rio Grande Valley","Edinburg","TX","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
138354,"The University of West Florida","Pensacola","FL","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Single program Education","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year medium primarily nonresidential","Master's Colleges & Universities Larger Programs","Classified or Reclassified in 2024","","Research 2: High Research Spending and Doctorate Production"
216366,"Thomas Jefferson University","Philadelphia","PA","Four or more years","Private not-for-profit","Professions focus some graduate coexistence","Research Doctoral Single program Other","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
200800,"University of Akron Main Campus","Akron","OH","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time inclusive lower transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
100706,"University of Alabama in Huntsville","Huntsville","AL","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time more selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities Very High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
102614,"University of Alaska Fairbanks","Fairbanks","AK","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year higher part-time","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
106245,"University of Arkansas at Little Rock","Little Rock","AR","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","Majority undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
106263,"University of Arkansas for Medical Sciences","Little Rock","AR","Four or more years","Public","Professions focus high graduate coexistence","Research Doctoral Professional-dominant","Majority graduate","Four-year medium full-time inclusive higher transfer-in","Four-year small primarily nonresidential","Special Focus Four-Year Research Institution","Not Classified","","Research 2: High Research Spending and Doctorate Production"
126580,"University of Colorado Colorado Springs","Colorado Springs","CO","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time inclusive higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
166708,"University of Massachusetts Chan Medical School","Worcester","MA","Four or more years","Public","Not Classified (Exclusively Graduate Programs)","Research Doctoral STEM-dominant","Exclusively graduate","Not classified (Exclusively Graduate)","Exclusively graduate/professional","Special Focus Four-Year Research Institution","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
167987,"University of Massachusetts-Dartmouth","North Dartmouth","MA","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
171137,"University of Michigan-Dearborn","Dearborn","MI","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year medium primarily nonresidential","Master's Colleges & Universities Larger Programs","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
178420,"University of Missouri-St Louis","Saint Louis","MO","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
181394,"University of Nebraska at Omaha","Omaha","NE","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
161457,"University of New England","Biddeford","ME","Four or more years","Private not-for-profit","Professions plus arts & sciences some graduate coexistence","Research Doctoral Single program Education","Majority graduate","Four-year full-time inclusive lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
159939,"University of New Orleans","New Orleans","LA","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
199148,"University of North Carolina at Greensboro","Greensboro","NC","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2024","","Research 2: High Research Spending and Doctorate Production"
199218,"University of North Carolina Wilmington","Wilmington","NC","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time more selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
136172,"University of North Florida","Jacksonville","FL","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Single program Education","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
127741,"University of Northern Colorado","Greeley","CO","Four or more years","Public","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities Doctoral/Professional Universities","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
207342,"University of Oklahoma-Health Sciences Center","Oklahoma City","OK","Four or more years","Public","Professions focus high graduate coexistence","Research Doctoral STEM-dominant","Majority graduate","Four-year full-time inclusive higher transfer-in","Four-year small primarily nonresidential","Special Focus Four-Year Research Institution","Not Classified","","Research 2: High Research Spending and Doctorate Production"
243197,"University of Puerto Rico-Mayaguez","Mayaguez","PR","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","Very high undergraduate","Four-year full-time selective lower transfer-in","Four-year large primarily nonresidential","Master's Colleges & Universities Medium Programs","Not Classified","","Research 2: High Research Spending and Doctorate Production"
243221,"University of Puerto Rico-Rio Piedras","San Juan","PR","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
122436,"University of San Diego","San Diego","CA","Four or more years","Private not-for-profit","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
122612,"University of San Francisco","San Francisco","CA","Four or more years","Private not-for-profit","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Single program Education","Majority undergraduate","Four-year full-time more selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities Doctoral/Professional Universities","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
102094,"University of South Alabama","Mobile","AL","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
219471,"University of South Dakota","Vermillion","SD","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs with medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
207971,"University of Tulsa","Tulsa","OK","Four or more years","Private not-for-profit","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
196307,"Upstate Medical University","Syracuse","NY","Four or more years","Public","Professions focus high graduate coexistence","Research Doctoral Single program Other","Majority graduate","Four-year medium full-time inclusive higher transfer-in","Four-year small primarily residential","Special Focus Four-Year Medical Schools & Centers","Not Classified","","Research 2: High Research Spending and Doctorate Production"
216597,"Villanova University","Villanova","PA","Four or more years","Private not-for-profit","Balanced arts & sciences/professions high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
234155,"Virginia State University","Petersburg","VA","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","Very high undergraduate","Four-year full-time inclusive lower transfer-in","Four-year medium highly residential","Master's Colleges & Universities Medium Programs","Not Classified","","Research 2: High Research Spending and Doctorate Production"
199847,"Wake Forest University","Winston-Salem","NC","Four or more years","Private not-for-profit","Arts & sciences plus professions some graduate coexistence","Research Doctoral STEM-dominant","Majority undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
216764,"West Chester University of Pennsylvania","West Chester","PA","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
172699,"Western Michigan University","Kalamazoo","MI","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
156125,"Wichita State University","Wichita","KS","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time selective higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified","","Research 2: High Research Spending and Doctorate Production"
206604,"Wright State University-Main Campus","Dayton","OH","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Classified or Reclassified in 2020/2015","","Research 2: High Research Spending and Doctorate Production"
197708,"Yeshiva University","New York","NY","Four or more years","Private not-for-profit","Arts & sciences plus professions some graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities Doctoral/Professional Universities","Not Classified","","Research 2: High Research Spending and Doctorate Production"
